date,ticker,open,high,low,close,volume,rsi,macd,signal_line
18-01-2018,ICICIBANK,333.29639308933554,336.34368602203654,326.6304652275488,329.630126953125,31504669,85.45995607873368,6.465294246762312,2.959111765755728
19-01-2018,ICICIBANK,330.8681210924571,338.057789210362,324.5354660174912,336.7246094,18812611,87.32760907041506,8.105206177375521,3.9883306480796863
22-01-2018,ICICIBANK,335.5818345010503,336.0579721859443,328.3445358784342,334.72479248046875,15269782,85.12599049469797,9.138140887239445,5.018292695911638
23-01-2018,ICICIBANK,333.7249285539711,347.05678427379763,333.7249285539711,345.0093688964844,22485663,86.38456775028202,10.66370391092056,6.147374938913423
24-01-2018,ICICIBANK,340.67653832817484,342.057349339286,335.01048784123765,335.9151611328125,12815095,75.62284438202417,11.01195803766069,7.120291558662878
25-01-2018,ICICIBANK,335.6770886990732,347.3900648504998,333.9630045514487,343.5809631347656,30183655,79.75151436979286,11.770831281984272,8.050399503327156
26-01-2018,ICICIBANK,335.6770886990732,347.3900648504998,333.9630045514487,343.5809631347656,30183655,79.43213943292393,12.23124956420952,8.88656951550363
29-01-2018,ICICIBANK,342.8191825999032,348.24716461552515,338.629176180355,340.5813293457031,17855095,77.86018872247269,12.21330165327322,9.551915943057548
30-01-2018,ICICIBANK,339.7718625461916,339.7718625461916,333.77253894846405,336.39129638671875,13358981,74.36504138664179,11.725809331415292,9.986694620729097
31-01-2018,ICICIBANK,332.20131646412955,337.05792736256893,327.2018700518535,336.10565185546875,22638319,76.34933702117007,11.18745698750763,10.226847094084803
01-02-2018,ICICIBANK,330.9633134718349,338.9148191101426,327.39228061581105,329.6777648925781,29472295,67.59260101830358,10.12541266418691,10.206560208105223
02-02-2018,ICICIBANK,326.2019481896041,327.29708822084393,317.77433359191207,319.1075134277344,16957983,53.60250165708906,8.33472639471239,9.83219344542666
05-02-2018,ICICIBANK,311.9654864617525,318.298113269546,311.4417174549888,313.9652709960937,17339547,47.28730201758119,6.426577056335475,9.151070167608424
06-02-2018,ICICIBANK,300.2048432834292,321.82150817524126,298.0622234661803,314.9175109863281,18491736,41.39820940632772,4.934313077553611,8.307718749597461
07-02-2018,ICICIBANK,319.34555722464427,320.3454347577348,314.15564473483124,316.6791687011719,11819190,40.54239327858442,3.849459999321141,7.416066999542197
08-02-2018,ICICIBANK,316.6792301291462,322.2500480425887,313.77480125639,317.9172058105469,10294899,34.98099841543798,3.054396188925921,6.543732837418943
09-02-2018,ICICIBANK,309.4895238081006,312.9653234171019,307.25167066987547,311.156005859375,9493398,32.50883728346167,1.857320031526456,5.606450276240445
