date,ticker,open,high,low,close,volume,rsi,macd,signal_line
18-01-2018,INDUSINDBK,1600.377314320851,1627.0661557746828,1588.9392394120655,1601.425781,2327815,61.393570411337,14.041172010023956,15.581379626720386
19-01-2018,INDUSINDBK,1604.1900155617902,1613.006865023434,1592.5613525432143,1605.1431884765625,497099,61.99403661384266,13.528502212488092,15.170804143873928
22-01-2018,INDUSINDBK,1605.1433222417018,1616.3908101149743,1598.0898188137576,1604.3807373046875,820236,58.479222817910326,12.911844560109556,14.719012227121054
23-01-2018,INDUSINDBK,1610.862339096295,1648.9892583648464,1601.3306092791572,1642.650634765625,1763797,68.04965386007714,15.33443400814872,14.842096583326589
24-01-2018,INDUSINDBK,1644.2234187335025,1657.377252625021,1625.1599588061576,1636.884033203125,968956,64.27712448050151,16.597708989425428,15.193219064546357
25-01-2018,INDUSINDBK,1642.317010796965,1654.0886735872798,1623.9207261192855,1649.1798095703125,2169317,57.65917428492957,18.37916631755843,15.830408515148772
26-01-2018,INDUSINDBK,1642.317010796965,1654.0886735872798,1623.9207261192855,1649.1798095703125,2169317,52.75103046058596,19.565445804641968,16.57741597304741
29-01-2018,INDUSINDBK,1649.1798563765487,1669.053606248569,1643.2702303958931,1660.9039306640625,1232573,54.48932362298327,21.20715653499633,17.503364085437198
30-01-2018,INDUSINDBK,1663.2870783861476,1665.0504253703425,1640.6492170041013,1654.7562255859375,653937,50.50856468479275,21.76130491824415,18.35495225199859
31-01-2018,INDUSINDBK,1653.755039465177,1678.5375357338196,1644.3186041536014,1671.0074462890625,1237098,65.08576906751752,23.243868352454,19.33273547208968
01-02-2018,INDUSINDBK,1671.8652967033777,1732.677775360004,1652.6588391517255,1711.374267578125,3720115,71.23360108628671,27.3606788000086,20.93832413767346
02-02-2018,INDUSINDBK,1691.786860608137,1696.1714333437062,1652.9926478695054,1678.82373046875,2192706,67.63539330152526,27.677673440507306,22.28619399824023
05-02-2018,INDUSINDBK,1640.4105393498248,1657.6153565104496,1604.2376748116756,1632.785156,1600927,59.52010293800544,23.938023167715528,22.616559832135287
06-02-2018,INDUSINDBK,1573.2597018331,1622.2051108722424,1567.4929587875502,1604.047119140625,1846944,54.58154556504874,18.4428067667152,21.781809219051272
07-02-2018,INDUSINDBK,1624.2067385897774,1636.7409863984278,1580.932662541972,1583.9351806640625,1423804,46.67151402520472,12.322892194960788,19.890025814233177
08-02-2018,INDUSINDBK,1601.330687338024,1606.0488472858503,1584.459571280936,1592.609130859375,801569,47.658915110450216,8.079594558084636,17.527939563003468
09-02-2018,INDUSINDBK,1572.735406443427,1581.8382548829763,1559.0096923527328,1572.5924072265625,1206481,44.461035176606224,3.066222791440623,14.6355962086909
12-02-2018,INDUSINDBK,1572.5922776098512,1620.3939215668972,1568.1600003770957,1608.7652587890625,864259,44.05216815204084,1.98900830926732,12.106278628806184
13-02-2018,INDUSINDBK,1572.5922776098512,1620.3939215668972,1568.1600003770957,1608.7652587890625,864259,44.96238667781136,1.1223700875157192,9.909496920548094
14-02-2018,INDUSINDBK,1622.3005068679097,1629.449304636129,1600.6635254977512,1615.10400390625,884974,43.76200842819032,0.9362443665743284,8.11484640975334
15-02-2018,INDUSINDBK,1616.5813574386511,1623.8731539314128,1590.8456872435784,1607.192626953125,872147,42.53010357898468,0.1486429266522009,6.5216057131331135
16-02-2018,INDUSINDBK,1614.6749751595123,1617.2962007685371,1572.7353654151093,1581.2186279296875,1088167,36.50739385441143,-2.542117587,4.708861053078318
19-02-2018,INDUSINDBK,1580.170328137796,1580.170328137796,1540.3276481236385,1554.1009521484375,1151645,34.08674930195899,-6.784526683,2.410183505764026
20-02-2018,INDUSINDBK,1555.6258827725849,1571.8298221224368,1542.5197553572634,1546.713623046875,859058,29.782952884371383,-10.62033754,-0.195920703
21-02-2018,INDUSINDBK,1559.3909171877451,1559.3909171877451,1515.544962303493,1519.595947265625,1425276,17.401206471254184,-15.66780636,-3.290297834
22-02-2018,INDUSINDBK,1518.404422967956,1554.6249930073673,1511.9228007350475,1547.4761962890625,2073919,27.313125128351743,-17.21976,-6.076190267
23-02-2018,INDUSINDBK,1547.476335293985,1570.6860741201165,1543.1870568777094,1566.539794921875,616552,37.38203544028787,-16.7186986,-8.204691934
26-02-2018,INDUSINDBK,1570.8290055741086,1620.3939984684373,1570.8290055741086,1612.1014404296875,1023854,51.441733060111794,-12.50105543,-9.063964634
27-02-2018,INDUSINDBK,1620.537115682227,1624.1115144685357,1600.043895974057,1606.287109,529068,54.21686525016731,-9.517993254,-9.154770358
28-02-2018,INDUSINDBK,1595.5163203965387,1609.5279170640092,1583.268070521976,1602.0455322265625,913679,51.81052989553671,-7.410728549,-8.805961996
01-03-2018,INDUSINDBK,1596.3264559972897,1628.924925529745,1595.1349897665111,1620.7276611328125,760617,59.28308702358509,-4.184972659,-7.881764129
02-03-2018,INDUSINDBK,1596.3264559972897,1628.924925529745,1595.1349897665111,1620.7276611328125,760617,52.681066954993454,-1.609979039,-6.627407111
05-03-2018,INDUSINDBK,1608.9559704250478,1618.2494068655951,1598.1374805061066,1610.0997314453125,789108,50.285487459652565,-0.421998611,-5.386325411
06-03-2018,INDUSINDBK,1625.1598069714616,1650.8954754689569,1620.4416476219,1630.211669921875,1674469,53.05215911613111,2.117935547310936,-3.885473219
07-03-2018,INDUSINDBK,1621.3471343040603,1633.6906770564983,1607.2401285691749,1624.4449462890625,1138136,53.51590467296322,3.623752896631686,-2.383627996
08-03-2018,INDUSINDBK,1631.7369365502873,1637.7895620319146,1603.665920948873,1614.818115234375,1112679,57.33614433105095,3.994275660008952,-1.108047265
09-03-2018,INDUSINDBK,1622.300411107747,1628.2100370389935,1606.09647045626,1618.058837890625,1281268,65.59015452000011,4.497571647654922,0.0130765176974023
12-03-2018,INDUSINDBK,1625.159829589764,1657.3771208470318,1625.159829589764,1654.041016,858788,72.9609205824255,7.711010640744689,1.55266334230686
13-03-2018,INDUSINDBK,1653.6597303063083,1669.0057911229087,1635.454150715654,1648.5125732421875,797998,80.3864756539328,9.6997721615935,3.1820851061641884
14-03-2018,INDUSINDBK,1643.270228893019,1655.2325964164595,1630.5453927927756,1652.182373046875,685008,77.85956166693626,11.440127500962037,4.833693585123758
15-03-2018,INDUSINDBK,1651.8487016358367,1668.0526415826396,1643.2701451934115,1660.18896484375,604484,76.4753831330357,13.311984420150113,6.5293517521290285
16-03-2018,INDUSINDBK,1659.4742671357435,1671.2459309408084,1639.457633241516,1643.9375,2412430,60.78817937761379,13.330422310381437,7.889565863779511
19-03-2018,INDUSINDBK,1649.9423842061417,1651.801024925731,1632.8329762148608,1638.313720703125,1392321,60.86678473857124,12.744333735621922,8.860519438147994
20-03-2018,INDUSINDBK,1630.9742477650157,1656.6146239613645,1622.395691024134,1636.264404296875,779431,61.785968054557,11.976434726002935,9.483702495718983
21-03-2018,INDUSINDBK,1636.2643263310665,1662.142994537133,1636.2643263310665,1650.3712158203125,1456002,60.54236481687612,12.363650555367483,10.059692107648685
22-03-2018,INDUSINDBK,1656.4239702203706,1680.348587578121,1653.8503334876946,1671.0074462890625,1549193,65.59268496183333,14.172323501175924,10.882218386354133
23-03-2018,INDUSINDBK,1649.9424712864388,1674.5343813515965,1644.2234332577164,1667.576172,1854651,68.6572924583403,15.154147098038948,11.736604128691097
26-03-2018,INDUSINDBK,1669.6731021932994,1690.0710277207486,1666.3369966840387,1677.34619140625,1796664,66.401440816916,16.53006005422185,12.695295313797246
27-03-2018,INDUSINDBK,1689.0223905712185,1711.898540330648,1676.440554745178,1704.4637451171875,852040,74.24209476810925,19.58290144065949,14.072816539169697
28-03-2018,INDUSINDBK,1689.1654937152357,1722.3835482848808,1689.1654937152357,1712.613525390625,2380088,79.89515760689476,22.401686691838904,15.73859056970354
29-03-2018,INDUSINDBK,1689.1654937152357,1722.3835482848808,1689.1654937152357,1712.613525390625,2380088,79.48876476356969,24.354846798126573,17.461841815388148
30-03-2018,INDUSINDBK,1689.1654937152357,1722.3835482848808,1689.1654937152357,1712.613525390625,2380088,73.55316404248175,25.607552330994395,19.0909839185094
02-04-2018,INDUSINDBK,1717.236550175004,1725.147933061906,1703.796833389444,1720.0960693359375,663945,78.33976087607891,26.894090914137905,20.651605317635106
03-04-2018,INDUSINDBK,1710.9454528423764,1754.981996786142,1710.9454528423764,1744.0205078125,1152587,81.33342107192121,29.504079586649823,22.422100171438046
04-04-2018,INDUSINDBK,1744.3065722993636,1753.3140105163086,1708.6578791902891,1715.091797,732382,66.39165263533854,28.9050102429012,23.71868218573068
05-04-2018,INDUSINDBK,1746.8801669629486,1755.363430207688,1727.1495317675212,1750.93115234375,613812,78.59878073132627,30.9652320167545,25.167992151935444
06-04-2018,INDUSINDBK,1751.8368428592528,1752.8376047898296,1729.0559827702289,1738.730712890625,498517,75.92925542309948,31.25323131890582,26.38503998532952
09-04-2018,INDUSINDBK,1744.211292314493,1781.6709213234922,1740.6844824094103,1772.9970703125,1148635,80.27020979444296,33.85620821528323,27.879273631320267
10-04-2018,INDUSINDBK,1777.6675387752184,1782.4334034904336,1758.6040799143582,1761.4158935546875,610933,74.86135571319409,34.58589728771608,29.220598362599432
11-04-2018,INDUSINDBK,1763.369841834501,1772.9968647272074,1751.9794723707823,1768.8505859375,470440,73.28197844140227,35.35653059964466,30.44778481000848
12-04-2018,INDUSINDBK,1765.2762380530044,1777.1908994869473,1759.7954937933905,1770.804688,403510,74.73734155368365,35.713262457569954,31.500880339520776
